EnsembleGI	Chromosome	Gene_Start	Gene_End	Complement	Coding
ENSG00000198795.10	18	25061926	25352190	1	1
ENSG00000198796.6	18	58481247	58628957	1	1
ENSG00000198797.6	1	177171497	177282422	0	1
ENSG00000198798.5	X	30230436	30237492	0	1
ENSG00000198799.11	1	113073209	113132260	0	1
ENSG00000198804.2	MT	5904	7445	0	1
ENSG00000198805.11	14	20468954	20477094	0	1
ENSG00000198807.12	14	36657568	36679715	0	1
ENSG00000198812.4	12	69608564	69611162	1	1
ENSG00000198814.12	X	30653359	30731456	0	1
ENSG00000198815.8	1	42176539	42335877	1	1
ENSG00000198816.6	19	7515292	7521026	0	1
ENSG00000198818.9	6	166319728	166342591	1	1
ENSG00000198821.10	1	167430640	167518610	1	1
ENSG00000198822.10	7	86643914	86864884	0	1
ENSG00000198824.5	13	114314513	114327328	0	1
ENSG00000198825.12	10	119726097	119829278	0	1
ENSG00000198826.10	15	32615144	32639949	0	1
ENSG00000198829.6	3	151873643	151884619	0	1
ENSG00000198830.10	1	26472450	26475972	0	1
ENSG00000198832.10	22	31104772	31120069	1	1
ENSG00000198833.6	6	89326625	89352848	1	1
ENSG00000198835.3	1	228149852	228159826	0	1
ENSG00000198836.8	3	193593144	193697823	0	1
ENSG00000198837.9	1	153929501	153946696	1	1
ENSG00000198838.13	15	33310945	33866121	0	1
ENSG00000198839.9	7	112206588	112343096	0	1
ENSG00000198840.2	MT	10059	10404	0	1
ENSG00000198841.3	1	52032103	52033816	1	1
ENSG00000198842.9	1	167094045	167129165	0	1
ENSG00000198843.12	3	150602875	150630445	0	1
ENSG00000198844.10	17	8310241	8322516	0	1
ENSG00000198846.5	8	58805418	59119208	1	1
ENSG00000198848.12	16	55802851	55833337	1	1
ENSG00000198851.9	11	118304545	118316175	0	1
ENSG00000198853.11	9	35490127	35561898	0	1
ENSG00000198854.5	1	152719522	152720470	0	1
ENSG00000198855.6	12	108515185	108525837	0	1
ENSG00000198856.12	4	108650584	108667820	0	1
ENSG00000198857.3	1	119601340	119609250	0	0
ENSG00000198858.9	19	896503	913245	1	1
ENSG00000198860.11	1	184051677	184074212	0	1
ENSG00000198862.13	21	28928144	28992956	1	1
ENSG00000198863.7	17	42980565	42993690	0	1
ENSG00000198865.9	5	42756801	42802360	0	1
ENSG00000198868.3	5	134928030	134928326	1	0
ENSG00000198870.7	9	133376367	133406096	0	1
ENSG00000198873.11	10	119207589	119459742	0	1
ENSG00000198874.12	7	66995173	67239519	0	1
ENSG00000198876.12	9	34086387	34127399	1	1
ENSG00000198879.11	10	7158624	7411486	1	1
ENSG00000198881.9	X	64224196	64230631	1	1
ENSG00000198883.11	X	152988824	152994127	1	1
ENSG00000198885.9	2	96325331	96330517	0	1
ENSG00000198886.2	MT	10760	12137	0	1
ENSG00000198887.8	9	70258962	70354888	0	1
ENSG00000198888.2	MT	3307	4262	0	1
ENSG00000198889.4	X	126549383	126552851	1	1
ENSG00000198890.7	1	107056679	107059294	0	1
ENSG00000198892.6	1	201888680	201892306	0	1
ENSG00000198894.7	14	77098097	77117287	0	1
ENSG00000198898.12	7	116811070	116922049	0	1
ENSG00000198899.2	MT	8527	9207	0	1
ENSG00000198900.5	20	41028818	41124487	0	1
ENSG00000198901.13	15	90966038	90995629	1	1
ENSG00000198908.11	X	102720688	102753540	0	1
ENSG00000198909.7	17	63622415	63696303	0	1
ENSG00000198910.12	X	153861514	153909223	1	1
ENSG00000198911.11	22	41833079	41907308	0	1
ENSG00000198912.10	1	3889125	3900293	1	1
ENSG00000198914.3	2	104855511	104858574	0	1
ENSG00000198915.11	10	43194535	43266919	1	1
ENSG00000198917.12	9	128819651	128829821	1	1
ENSG00000198918.7	X	119786504	119791643	1	1
ENSG00000198919.12	3	108589682	108694846	0	1
ENSG00000198920.9	17	6578148	6640927	1	1
ENSG00000198923.4	12	75964799	75964995	0	0
ENSG00000198924.7	10	113834725	113854383	1	1
ENSG00000198925.10	2	219209772	219229717	1	1
ENSG00000198929.12	1	162069774	162370475	0	1
ENSG00000198930.12	X	152727484	152733735	1	1
ENSG00000198931.10	16	88809339	88811944	1	1
ENSG00000198932.12	X	102651366	102659083	0	1
ENSG00000198933.9	17	47694081	47712050	0	1
ENSG00000198934.4	X	76427724	76431353	0	1
ENSG00000198937.8	6	37482920	37499922	1	1
ENSG00000198938.2	MT	9207	9990	0	1
ENSG00000198939.7	5	178895894	178933212	0	1
ENSG00000198944.5	5	132813587	132816797	0	1
ENSG00000198945.7	6	130013699	130141451	0	1
ENSG00000198947.15	X	31097677	33339441	1	1
ENSG00000198948.11	4	169986597	170033031	1	1
ENSG00000198951.11	22	42058354	42070842	1	1
ENSG00000198952.8	1	156249224	156282825	1	1
ENSG00000198954.7	10	68988721	69043544	0	1
ENSG00000198959.11	20	38127387	38166578	1	1
ENSG00000198960.10	X	101615118	101618001	1	1
ENSG00000198961.9	5	109334709	109409994	1	1
ENSG00000198963.10	9	74497365	74693177	0	1
ENSG00000198964.13	10	50305586	50625163	1	1
ENSG00000198965.3	1	158479878	158480885	0	1
ENSG00000198967.3	1	158606439	158607380	0	1
ENSG00000198972.3	19	51692786	51692864	0	0
ENSG00000198973.4	2	219001645	219001708	1	0
ENSG00000198974.3	1	40754355	40754446	0	0
ENSG00000198975.2	11	122146522	122146593	1	0
ENSG00000198976.1	1	1169005	1169087	0	0
ENSG00000198982.4	14	101025017	101025077	0	0
ENSG00000198983.1	5	55170532	55170622	1	0
ENSG00000198984.1	14	100307859	100307956	0	0
ENSG00000198987.1	3	160404745	160404825	0	0
ENSG00000198995.3	5	180015303	180015397	1	0
ENSG00000198997.2	10	89592747	89592827	1	0
ENSG00000199001.1	X	114823454	114823564	0	0
ENSG00000199005.4	14	100911139	100911213	0	0
ENSG00000199012.2	14	101065447	101065537	0	0
ENSG00000199015.4	14	101062050	101062118	0	0
ENSG00000199017.2	20	62554306	62554376	0	0
ENSG00000199020.3	14	101045920	101045994	0	0
ENSG00000199023.3	7	1022933	1023026	1	0
ENSG00000199024.1	20	3917494	3917571	0	0
ENSG00000199025.4	14	101065598	101065667	0	0
ENSG00000199030.2	21	16539828	16539911	0	0
ENSG00000199031.1	19	53787675	53787741	0	0
ENSG00000199032.1	3	49020148	49020234	1	0
ENSG00000199035.2	5	168560896	168560973	1	0
ENSG00000199036.1	6	33207835	33207944	0	0
ENSG00000199038.1	11	568089	568198	1	0
ENSG00000199043.1	7	130496111	130496204	0	0
ENSG00000199047.3	5	149732825	149732890	0	0
ENSG00000199051.3	X	85903636	85903707	1	0
ENSG00000199053.3	17	7223297	7223379	1	0
ENSG00000199059.3	1	205448302	205448398	1	0
ENSG00000199065.3	9	4850297	4850375	0	0
ENSG00000199069.3	14	101025732	101025817	0	0
ENSG00000199072.3	9	94176347	94176433	0	0
ENSG00000199075.1	3	37969404	37969480	0	0
ENSG00000199077.3	11	43581394	43581483	0	0
ENSG00000199080.1	6	52148923	52149041	0	0
ENSG00000199082.1	14	100109655	100109753	0	0
ENSG00000199085.3	7	25949919	25949986	1	0
ENSG00000199088.5	14	101022066	101022132	0	0
ENSG00000199090.1	11	75335092	75335186	1	0
ENSG00000199092.4	14	101065912	101065991	0	0
ENSG00000199094.3	6	71376960	71377031	1	0
ENSG00000199095.1	19	53787890	53787956	0	0
ENSG00000199102.1	4	112648363	112648430	1	0
ENSG00000199104.2	10	86264694	86264788	1	0
ENSG00000199107.3	14	101065300	101065378	0	0
ENSG00000199109.4	14	101023325	101023420	0	0
ENSG00000199121.4	2	218402646	218402722	0	0
ENSG00000199122.3	12	54337216	54337314	0	0
ENSG00000199127.1	8	14853438	14853510	1	0
ENSG00000199130.3	16	14309285	14309371	0	0
ENSG00000199132.1	X	134540341	134540431	1	0
ENSG00000199133.3	9	94178834	94178920	0	0
ENSG00000199135.1	1	65058434	65058508	1	0
ENSG00000199143.1	19	53788705	53788773	0	0
ENSG00000199145.1	4	112648004	112648071	1	0
ENSG00000199150.3	3	52268278	52268361	1	0
ENSG00000199151.3	14	100874493	100874585	0	0
ENSG00000199153.1	8	134804876	134804945	1	0
ENSG00000199156.1	15	63870930	63871019	1	0
ENSG00000199157.2	14	23388596	23388666	1	0
ENSG00000199158.1	7	129774692	129774769	1	0
ENSG00000199161.1	9	136670602	136670686	0	0
ENSG00000199165.3	9	94175957	94176036	0	0
ENSG00000199168.3	X	74287286	74287357	1	0
ENSG00000199169.1	4	112647874	112647941	1	0
ENSG00000199172.3	12	95308420	95308513	0	0
ENSG00000199177.1	9	21512115	21512185	1	0
ENSG00000199179.3	12	62603686	62603769	0	0
ENSG00000199196.1	13	34100711	34100838	1	0
ENSG00000199197.1	18	1323794	1324085	1	0
ENSG00000199200.2	10	34201979	34202074	1	0
ENSG00000199201.1	10	73192223	73192325	1	0
ENSG00000199202.1	9	95905005	95905141	0	0
ENSG00000199203.1	2	210265963	210266074	0	0
ENSG00000199204.1	18	34001698	34001799	1	0
ENSG00000199212.1	8	54330687	54330895	0	0
ENSG00000199217.1	11	119656311	119656416	0	0
ENSG00000199218.1	20	53097652	53097984	0	0
ENSG00000199219.1	5	173362134	173362240	1	0
ENSG00000199220.1	12	114657949	114658062	1	0
ENSG00000199222.1	10	21481716	21481817	0	0
ENSG00000199223.1	19	6572956	6573057	1	0
ENSG00000199224.1	7	115833273	115833373	1	0
ENSG00000199226.1	X	46517766	46517868	0	0
ENSG00000199231.1	7	63175940	63176019	1	0
ENSG00000199237.1	12	49593104	49593213	0	0
ENSG00000199240.1	1	43196417	43196536	0	0
ENSG00000199241.1	1	240698320	240698429	0	0
ENSG00000199245.1	12	88430442	88430550	0	0
ENSG00000199246.1	6	153681447	153681553	0	0
ENSG00000199248.1	22	31479383	31479489	1	0
ENSG00000199251.1	2	207680533	207680639	1	0
ENSG00000199260.1	11	129202966	129203070	0	0
ENSG00000199263.1	16	68474553	68474664	1	0
ENSG00000199266.1	20	38449370	38449503	0	0
ENSG00000199270.1	1	228634871	228634989	1	0
ENSG00000199272.1	18	6454962	6455068	0	0
ENSG00000199273.1	7	40128121	40128232	1	0
ENSG00000199276.1	13	37854852	37854970	1	0
ENSG00000199279.1	5	62443176	62443282	0	0
ENSG00000199282.1	13	72586680	72586810	0	0
ENSG00000199283.1	7	140241870	140242032	0	0
ENSG00000199285.1	14	38987281	38987383	0	0
ENSG00000199286.1	3	96608814	96608917	1	0
ENSG00000199289.1	6	26519351	26519458	1	0
ENSG00000199290.1	6	29750371	29750472	0	0
ENSG00000199291.1	14	31258608	31258709	1	0
ENSG00000199293.1	17	38852863	38852994	1	0
ENSG00000199295.1	2	83657735	83657842	0	0
ENSG00000199299.1	16	75861048	75861157	1	0
ENSG00000199301.1	16	71666091	71666197	0	0
ENSG00000199303.1	6	99642237	99642347	1	0
ENSG00000199306.1	3	197894507	197894613	0	0
ENSG00000199308.1	19	54868939	54869045	1	0
ENSG00000199311.1	15	25232387	25232468	0	0
ENSG00000199313.1	9	124887410	124887549	1	0
ENSG00000199315.1	11	97657464	97657582	0	0
ENSG00000199318.1	1	87453240	87453373	1	0
ENSG00000199319.1	3	142673597	142673904	0	0
ENSG00000199321.1	10	126779702	126779774	1	0
ENSG00000199322.1	5	55777469	55777587	0	0
ENSG00000199325.1	11	66614964	66615090	1	0
ENSG00000199326.1	4	88226729	88226829	0	0
ENSG00000199327.1	3	125119097	125119200	1	0
ENSG00000199331.1	9	109042386	109042487	1	0
ENSG00000199332.1	6	31402152	31402250	1	0
ENSG00000199334.1	1	228632631	228632749	1	0
ENSG00000199335.1	4	3044101	3044207	0	0
ENSG00000199337.1	1	228614750	228614868	1	0
ENSG00000199347.1	1	11908152	11908271	0	0
ENSG00000199348.1	2	168606390	168606496	1	0
ENSG00000199349.1	1	206747980	206748092	1	0
ENSG00000199350.1	16	84039918	84040033	1	0
ENSG00000199352.1	1	228610268	228610386	1	0
ENSG00000199354.1	8	90511128	90511240	0	0
ENSG00000199357.1	18	23456371	23456467	0	0
ENSG00000199360.1	6	110856417	110856522	0	0
ENSG00000199361.1	5	40269558	40269719	0	0
ENSG00000199362.1	11	75837544	75837645	1	0
ENSG00000199363.1	3	183453814	183453944	0	0
ENSG00000199364.1	10	110761142	110761242	0	0
ENSG00000199366.1	18	23582016	23582121	1	0
ENSG00000199368.1	8	11392411	11392517	1	0
ENSG00000199370.2	7	148389645	148389859	0	0
ENSG00000199373.1	18	32176050	32176168	1	0
ENSG00000199377.1	1	44721786	44721902	1	0
ENSG00000199378.1	5	100021804	100021906	0	0
ENSG00000199381.1	13	72881108	72881214	1	0
ENSG00000199385.1	1	44390722	44390823	0	0
ENSG00000199390.1	14	100963054	100963130	0	0
ENSG00000199392.1	18	77431563	77431689	1	0
ENSG00000199394.1	12	48892130	48892228	1	0
ENSG00000199395.1	2	56235217	56235330	1	0
ENSG00000199396.1	1	228619232	228619350	1	0
ENSG00000199398.1	5	160008445	160008546	0	0
ENSG00000199400.1	2	230058229	230058324	1	0
ENSG00000199402.1	10	28874393	28874507	1	0
ENSG00000199404.1	7	152592973	152593091	1	0
ENSG00000199405.1	8	55902723	55902855	1	0
ENSG00000199407.1	10	13727796	13727916	0	0
ENSG00000199409.1	5	150098406	150098506	0	0
ENSG00000199410.1	X	16912215	16912317	1	0
ENSG00000199411.1	9	137094345	137094430	0	0
ENSG00000199415.1	12	104125236	104125356	0	0
ENSG00000199420.1	4	15093767	15094094	1	0
ENSG00000199422.1	X	53462209	53462310	0	0
ENSG00000199424.1	X	136571705	136571815	1	0
ENSG00000199426.1	17	58666537	58666697	1	0
ENSG00000199436.1	14	21392150	21392253	1	0
ENSG00000199440.1	14	77821030	77821142	1	0
ENSG00000199442.1	1	247997000	247997096	0	0
ENSG00000199444.1	19	12088245	12088346	1	0
ENSG00000199446.1	10	63110139	63110246	0	0
ENSG00000199448.1	16	46556089	46556191	1	0
ENSG00000199450.1	8	116022686	116022779	1	0
ENSG00000199453.1	15	25191416	25191497	0	0
ENSG00000199454.1	14	78177803	78177921	1	0
ENSG00000199455.1	5	130114409	130114510	0	0
ENSG00000199458.1	6	121453981	121454121	1	0
ENSG00000199459.1	1	85435175	85435284	1	0
ENSG00000199460.2	2	69182877	69182983	0	0
ENSG00000199461.1	14	20679411	20679512	0	0
ENSG00000199466.1	10	124766196	124766297	0	0
ENSG00000199468.1	5	156814130	156814234	0	0
ENSG00000199469.1	3	72576691	72576854	0	0
ENSG00000199470.1	7	12700758	12700889	1	0
ENSG00000199471.1	1	202914880	202914980	1	0
ENSG00000199472.1	14	73906316	73906427	1	0
ENSG00000199473.1	7	17373201	17373326	1	0
ENSG00000199474.1	16	12842487	12842610	1	0
ENSG00000199475.1	7	97598933	97599260	1	0
ENSG00000199476.1	3	48288587	48288694	0	0
ENSG00000199477.1	13	45337480	45337609	1	0
ENSG00000199480.1	14	106636672	106636786	0	0
ENSG00000199482.1	16	10496272	10496374	0	0
ENSG00000199483.1	9	83596444	83596584	1	0
ENSG00000199487.1	5	41963868	41963969	1	0
ENSG00000199488.1	3	170994870	170995033	1	0
ENSG00000199489.1	15	25215541	25215622	0	0
ENSG00000199490.1	20	49920597	49920694	1	0
ENSG00000199492.1	17	49966075	49966176	1	0
ENSG00000199497.1	20	31901254	31901426	0	0
ENSG00000199506.1	12	95792529	95792635	1	0
ENSG00000199508.1	2	164858432	164858546	0	0
ENSG00000199509.1	20	21138956	21139074	1	0
ENSG00000199512.1	15	59341314	59341417	1	0
ENSG00000199514.1	3	38303773	38303879	1	0
ENSG00000199515.1	22	41065554	41065646	1	0
ENSG00000199516.1	7	129954693	129954794	0	0
ENSG00000199520.1	3	77092057	77092163	0	0
ENSG00000199523.1	6	165409562	165409676	0	0
ENSG00000199525.1	9	112252258	112252378	0	0
ENSG00000199529.1	4	101723876	101723980	0	0
ENSG00000199530.1	4	82944738	82944845	1	0
ENSG00000199535.1	10	24640166	24640284	0	0
ENSG00000199536.1	3	170149845	170149951	0	0
ENSG00000199540.1	5	144087	144197	1	0
ENSG00000199545.1	5	139299852	139299968	0	0
ENSG00000199546.1	3	49270132	49270239	0	0
ENSG00000199550.1	11	2372638	2372750	0	0
ENSG00000199551.1	12	12226674	12226777	0	0
ENSG00000199552.1	5	40654963	40655094	0	0
ENSG00000199556.1	12	45117771	45117888	0	0
ENSG00000199562.1	1	10298966	10299072	0	0
ENSG00000199564.1	X	41292798	41292916	0	0
ENSG00000199565.1	1	153726252	153726353	1	0
ENSG00000199566.1	12	47346166	47346297	1	0
ENSG00000199567.1	X	86019608	86019715	0	0
ENSG00000199568.1	15	65296051	65296166	0	0
ENSG00000199570.1	20	14352320	14352425	0	0
ENSG00000199571.1	12	39819750	39819883	1	0
ENSG00000199572.1	4	190015138	190015255	0	0
ENSG00000199574.1	15	66501250	66501318	1	0
ENSG00000199575.1	14	100949833	100949904	0	0
ENSG00000199577.1	3	20268965	20269070	1	0
ENSG00000199580.1	15	74983274	74983376	1	0
ENSG00000199584.1	12	127619336	127619447	1	0
ENSG00000199585.1	2	211535653	211535769	0	0
ENSG00000199591.1	3	47931808	47931914	1	0
ENSG00000199592.1	10	77587049	77587159	0	0
ENSG00000199593.1	14	100972103	100972177	0	0
ENSG00000199594.1	3	37140327	37140430	0	0
ENSG00000199595.1	1	161699506	161699607	0	0
ENSG00000199598.1	21	43919795	43919901	1	0
ENSG00000199601.1	X	75202703	75202809	0	0
ENSG00000199603.1	2	38147415	38147521	0	0
ENSG00000199605.1	13	52400004	52400099	0	0
ENSG00000199609.1	3	14394648	14394757	0	0
ENSG00000199620.1	8	26136880	26136998	0	0
ENSG00000199622.1	X	13596236	13596548	0	0
ENSG00000199626.1	2	187270698	187270804	1	0
ENSG00000199627.1	7	131054886	131054992	1	0
ENSG00000199629.1	7	53366058	53366209	0	0
ENSG00000199630.1	6	89841329	89841424	0	0
ENSG00000199631.1	19	49490615	49490699	0	0
ENSG00000199633.1	15	78091172	78091297	1	0
ENSG00000199634.1	4	158395394	158395534	0	0
ENSG00000199635.1	9	21160235	21160336	1	0
ENSG00000199636.1	18	24429505	24429609	0	0
ENSG00000199638.1	10	68461407	68461525	0	0
ENSG00000199640.1	8	49330210	49330547	0	0
ENSG00000199643.1	5	91270727	91270867	0	0
ENSG00000199645.1	5	74779309	74779413	0	0
ENSG00000199646.1	7	138876359	138876465	1	0
ENSG00000199652.2	8	135742343	135742495	1	0
ENSG00000199664.1	10	77776951	77777055	1	0
ENSG00000199666.2	1	90657750	90657964	0	0
ENSG00000199667.1	8	100185138	100185239	0	0
ENSG00000199668.1	16	11315067	11315178	0	0
ENSG00000199672.1	1	229535064	229535189	1	0
ENSG00000199673.1	15	66502812	66502910	1	0
ENSG00000199674.1	17	16137768	16137872	1	0
ENSG00000199676.1	20	35853252	35853364	1	0
ENSG00000199677.1	5	132993099	132993200	1	0
ENSG00000199683.1	20	37975156	37975481	1	0
ENSG00000199687.1	2	85728194	85728337	1	0
ENSG00000199691.1	20	38761528	38761842	0	0
ENSG00000199695.1	22	31222745	31222853	1	0
ENSG00000199697.1	17	62683905	62684010	0	0
ENSG00000199698.1	21	23432181	23432282	1	0
ENSG00000199700.1	7	135960703	135960809	0	0
ENSG00000199701.1	8	94713715	94713812	1	0
ENSG00000199702.1	18	12304091	12304194	1	0
ENSG00000199704.1	15	25223246	25223327	0	0
ENSG00000199705.1	X	123857062	123857163	1	0
ENSG00000199709.1	11	122927034	122927173	0	0
ENSG00000199710.1	1	110764408	110764506	1	0
ENSG00000199711.1	7	99936610	99936711	0	0
ENSG00000199712.1	15	25172635	25172716	0	0
ENSG00000199713.1	18	58818883	58819016	1	0
ENSG00000199715.1	6	18273165	18273266	1	0
ENSG00000199716.1	14	22867818	22867917	0	0
ENSG00000199719.1	20	18295143	18295451	1	0
ENSG00000199728.1	18	78036739	78036845	0	0
ENSG00000199730.1	15	58703852	58704154	1	0
ENSG00000199731.1	5	32234766	32234875	1	0
ENSG00000199732.1	8	96309221	96309322	1	0
ENSG00000199733.1	10	26509589	26509704	0	0
ENSG00000199735.1	17	76656320	76656422	0	0
ENSG00000199739.1	14	45274359	45274477	1	0
ENSG00000199740.1	12	50939927	50940026	1	0
ENSG00000199744.1	9	133350456	133350528	0	0
ENSG00000199751.1	X	71491066	71491167	1	0
ENSG00000199753.1	17	64146083	64146152	0	0
ENSG00000199755.1	14	67340068	67340176	0	0
ENSG00000199756.1	1	28881726	28881835	1	0
ENSG00000199762.1	6	47489067	47489170	0	0
ENSG00000199764.1	7	115207894	115207996	1	0
ENSG00000199765.1	5	31595565	31595669	1	0
ENSG00000199767.1	13	25517119	25517225	0	0
ENSG00000199771.1	16	50869455	50869575	1	0
ENSG00000199773.1	5	7980146	7980304	0	0
ENSG00000199780.1	4	59533786	59533898	0	0
ENSG00000199781.1	2	232828653	232828751	0	0
ENSG00000199782.1	15	25185631	25185712	0	0
ENSG00000199783.1	22	24901147	24901214	1	0
ENSG00000199784.1	15	56274530	56274636	1	0
ENSG00000199785.1	11	811681	811814	0	0
ENSG00000199786.1	5	102131007	102131135	1	0
ENSG00000199787.1	16	30419625	30419759	1	0
ENSG00000199788.1	13	49095391	49095492	0	0
ENSG00000199790.1	4	41084607	41084713	0	0
ENSG00000199791.1	2	230587121	230587227	0	0
ENSG00000199792.1	3	175397247	175397348	1	0
ENSG00000199796.1	19	46306470	46306577	1	0
ENSG00000199797.1	22	28303754	28303850	0	0
ENSG00000199798.1	14	100955370	100955439	0	0
ENSG00000199801.1	17	69985986	69986094	0	0
ENSG00000199803.1	20	15021553	15021659	1	0
ENSG00000199804.1	14	24158603	24158722	0	0
ENSG00000199805.1	20	63908955	63909119	0	0
ENSG00000199806.1	21	36851911	36852028	0	0
ENSG00000199809.1	12	118829681	118829805	0	0
ENSG00000199812.1	3	146571477	146571583	0	0
ENSG00000199814.1	9	14850429	14850535	0	0
ENSG00000199815.2	3	8931506	8931631	0	0
ENSG00000199824.1	12	51162901	51163007	0	0
ENSG00000199827.1	2	175029769	175029877	0	0
ENSG00000199831.1	1	55376526	55376852	1	0
ENSG00000199832.1	X	107202577	107202683	0	0
ENSG00000199833.1	15	25208083	25208163	0	0
ENSG00000199836.1	14	99945315	99945477	0	0
ENSG00000199837.1	1	182944365	182944490	1	0
ENSG00000199839.1	3	181822872	181822990	1	0
ENSG00000199840.1	1	184171714	184171823	1	0
ENSG00000199843.1	12	38161466	38161582	1	0
ENSG00000199845.1	12	123282916	123283034	1	0
ENSG00000199846.1	7	129484504	129484656	0	0
ENSG00000199849.1	1	164351273	164351388	0	0
ENSG00000199851.2	6	28015568	28015777	0	0
ENSG00000199855.1	10	27088321	27088427	1	0
ENSG00000199856.2	18	7995570	7995785	0	0
ENSG00000199857.1	4	76402076	76402146	0	0
ENSG00000199858.1	3	178007672	178007779	1	0
ENSG00000199859.1	4	157201562	157201668	1	0
ENSG00000199862.1	4	127028107	127028219	1	0
ENSG00000199865.1	22	41377177	41377283	1	0
ENSG00000199866.1	2	172558151	172558252	1	0
ENSG00000199867.1	18	62330812	62330913	0	0
ENSG00000199870.1	7	75353885	75353986	1	0
ENSG00000199872.1	2	26042675	26042781	0	0
ENSG00000199874.1	18	24170505	24170623	1	0
ENSG00000199875.1	11	93719603	93719715	0	0
ENSG00000199878.1	X	143197248	143197591	1	0
ENSG00000199879.1	1	148263476	148263632	0	0
ENSG00000199880.1	5	138123011	138123111	1	0
ENSG00000199881.1	10	92272147	92272250	1	0
ENSG00000199883.1	11	16842253	16842587	0	0
ENSG00000199884.1	2	152284350	152284460	1	0
ENSG00000199885.1	X	74680053	74680159	0	0
ENSG00000199886.1	12	42398550	42398651	0	0
ENSG00000199890.1	1	111446798	111446908	0	0
ENSG00000199892.2	5	180729586	180729737	0	0
ENSG00000199894.1	4	110433109	110433188	1	0
ENSG00000199895.1	12	92170353	92170453	1	0
ENSG00000199899.2	12	113156763	113156861	1	0
ENSG00000199900.1	19	7886977	7887096	1	0
ENSG00000199901.1	4	52786537	52786638	0	0
ENSG00000199903.1	12	51037499	51037602	0	0
